Date,BTC,ETH,GOLD,OIL,SPY,TSY
4/29/2019,5129.68,151.95,1279.9,55.8,,
4/26/2019,5097.52,151.158,1286.16,55.76,,
4/25/2019,5495.18,164.975,1277.17,56.5,,
4/24/2019,5435.81,164.39,1275.76,56.78,,
4/23/2019,5580.07,172.563,1272.42,56.77,,
4/22/2019,5365.88,171.768,1274.99,56.59,,
4/19/2019,5269.97,172.615,1275.52,#N/A,,
4/18/2019,5308.57,175.755,1275.82,56.3,,
4/17/2019,5221.26,166.577,1273.98,56.5,,
4/16/2019,5185.02,165.64,1276.79,56.77,,
4/15/2019,5021.53,160.13,1287.95,56.73,,
4/12/2019,5042.54,163.765,1290.43,56.39,,
4/11/2019,5054.03,164.732,1292.52,56.01,,
4/10/2019,5302.92,176.2,1307.99,56.13,,
4/9/2019,5220.08,177.773,1304.1,55.87,,
4/8/2019,5252.89,181.387,1297.48,55.63,,
4/5/2019,4999.01,163.762,1291.76,55.59,,
4/4/2019,4847.04,155.867,1292.21,55.45,,
4/3/2019,5296,178.34,1289.93,55.57,,
4/2/2019,4802.47,159.723,1292.46,55.37,,
4/1/2019,4126.69,140.643,1287.72,55.55,,
3/29/2019,4072.16,140.48,1292.38,55.26,,
3/28/2019,4010.76,137.14,1290.42,55.2,,
3/27/2019,4008.98,137.652,1309.55,55.03,,
3/26/2019,3912.6,133.152,1315.71,55.26,,
3/25/2019,3887.56,131.86,1321.9,55.32,,
3/22/2019,3977.74,135.818,1313.68,55.26,,
3/21/2019,3973.24,135.115,1309.36,55.76,,
3/20/2019,4009.47,137.715,1312.53,56.13,,
3/19/2019,3991.47,137.607,1306.56,56.05,,
3/18/2019,3971.19,137.272,1303.71,56.01,,
3/15/2019,3897.41,135.872,1302.4,55.91,,
3/14/2019,3851.57,131.28,1296.17,55.74,,
3/13/2019,3852.31,131.225,1309.12,55.9,,
3/12/2019,3865.41,132.833,1301.58,55.41,,
3/11/2019,3847.91,131.995,1293.35,55.38,,
3/8/2019,3868.84,135.465,1298.3,55.14,,
3/7/2019,3871.42,137.42,1285.61,55.52,,
3/6/2019,3845.71,136.46,1286.36,55.34,,
3/5/2019,3833.96,135.135,1288.01,55.41,,
3/4/2019,3699.76,125.4,1286.74,55.4,,
3/1/2019,3828.22,136.103,1293.44,54.42,,
2/28/2019,3802.53,135.07,1313.32,55.33,,
2/27/2019,3749.38,130.895,1319.86,55.42,,
2/26/2019,3790.19,134.853,1328.96,54.91,,
2/25/2019,3805.67,135.74,1327.58,54.67,,
2/22/2019,3941.75,146.943,1329.4,55.71,,
2/21/2019,3897.72,143.482,1323.63,55.87,,
2/20/2019,3912.98,144.975,1338.44,55.89,,
2/19/2019,3887.89,143.04,1340.94,55.74,,
2/18/2019,3852.25,141.255,1326.89,#N/A,,
2/15/2019,3564.79,120.428,1322.49,55.25,,
2/14/2019,3570.02,120.445,1312.57,54.55,,
2/13/2019,3571.42,120.482,1306.27,54.42,,
2/12/2019,3576.31,119.72,1310.8,53.77,,
2/11/2019,3591.58,119.53,1308.12,53.43,,
2/8/2019,3594.91,117.375,1314.29,53.36,,
2/7/2019,3358.91,103.185,1310.11,53.33,,
2/6/2019,3366.31,103.182,1306.6,54.16,,
2/5/2019,3422.6,106.04,1315.32,54.14,,
2/4/2019,3417.03,106.557,1312.25,54.35,,
2/1/2019,3448.51,106.315,1317.98,54.42,,
1/31/2019,3417.03,105.753,1321.25,53.1,,
1/30/2019,3432.64,107.3,1319.91,53.81,,
1/29/2019,3401.14,104.575,1311.79,54.05,,
1/28/2019,3417.04,103.518,1303.36,53.34,,
1/25/2019,3558.51,115.048,1305.25,54.04,,
1/24/2019,3570.93,116.46,1281.21,53.84,,
1/23/2019,3544.51,116.333,1282.72,53.86,,
1/22/2019,3574.52,117.565,1285.22,53.98,,
1/21/2019,3521.03,115.11,1280.47,#N/A,,
1/18/2019,3612.39,119.5,1282.11,53.73,,
1/17/2019,3624.81,121.62,1292.05,53.89,,
1/16/2019,3603.48,122.385,1293.67,54.4,,
1/15/2019,3568.48,117.9,1289.51,53.95,,
1/14/2019,3663.59,128.015,1291.72,53.17,,
1/11/2019,3649.21,125.367,1290.25,53.89,,
1/10/2019,3630.86,126.997,1286.65,55.07,,
1/9/2019,4003.99,149.552,1293.56,55.3,,
1/8/2019,4000.42,148.925,1285.39,53.85,,
1/7/2019,4005.34,150.482,1289.21,52.79,,
1/4/2019,3833.53,154.14,1286.05,52.75,,
1/3/2019,3794.92,147.973,1294.28,52.29,,
1/2/2019,3884.98,154.55,1284.59,51.85,,
1/1/2019,3720.6,137.74,1282.6,#N/A,,
12/31/2018,3674.18,130.04,1282.49,50.94,,
12/28/2018,3892.14,134.598,1280.71,49.86,,
12/27/2018,3585.43,115.475,1275.71,50.04,,
12/26/2018,3775.47,128.397,1267.14,51.57,,
12/25/2018,3789.31,130.06,1268.54,#N/A,,
12/24/2018,4063.94,142.23,1269.22,48.81,,
12/21/2018,3848.6,108.022,1256.94,50.32,,
12/20/2018,3993.58,114.195,1259.86,50.39,,
12/19/2018,3668.85,98.902,1243.08,51.36,,
12/18/2018,3535.18,93.853,1249.42,50.28,,
12/17/2018,3493.65,93.915,1245.85,52.39,,
12/14/2018,3156.89,81.79,1239.02,52.32,,
12/13/2018,3254.81,84.34,1241.99,53.03,,
12/12/2018,3440.17,89.897,1245.66,52.23,,
12/11/2018,3373.78,87.91,1243.25,51.99,,
12/10/2018,3400.92,89.057,1244.46,51.79,,
12/7/2018,3388.91,92.997,1249.31,53.14,,
12/6/2018,3596.41,95.07,1237.78,53.17,,
12/5/2018,3723.53,101.688,1237.29,53.92,,
12/4/2018,3898.03,108.867,1238.54,54.13,,
12/3/2018,3870.96,108.44,1230.67,53.68,,
11/30/2018,3930.38,111.488,1220.52,52.09,,
11/29/2018,4183.58,114.907,1224.21,53.55,,
11/28/2018,4221.02,120.6,1221.23,52.95,,
11/27/2018,3767.36,108.45,1215.05,52.97,,
11/26/2018,3663.84,104.382,1222.4,52.34,,
11/23/2018,4260.57,120.065,1223.05,51.79,,
11/22/2018,4427.83,128.755,1228.64,#N/A,,
11/21/2018,4450.42,132.212,1226.04,54.27,,
11/20/2018,4337.68,131.29,1221.66,53.19,,
11/19/2018,4785.54,147.268,1224.17,56.92,,
11/16/2018,5451.72,170.918,1223.36,56.96,,
11/15/2018,5469.65,175.235,1213.36,57.29,,
11/14/2018,5551.06,176.115,1210.88,58.53,,
11/13/2018,6280.73,203.598,1202.23,58.09,,
11/12/2018,6309.96,207.913,1200.37,60.41,,
11/9/2018,6326.2,207.753,1209.65,60.61,,
11/8/2018,6419.5,212.53,1224,61.26,,
11/7/2018,6501.65,217.057,1226.49,61.88,,
11/6/2018,6420.95,215.938,1227.19,59.5,,
11/5/2018,6400.96,206.825,1231.49,59.07,,
11/2/2018,6351.1,200.048,1232.89,58.65,,
11/1/2018,6335.36,197.242,1233.43,58.6,,
10/31/2018,6302.4,196.44,1214.76,60.14,,
10/30/2018,6265.27,194.667,1222.93,60.54,,
10/29/2018,6243.46,193.265,1229.42,61.61,,
10/26/2018,6401.99,200.67,1233.53,61.32,,
10/25/2018,6400.44,199.932,1232.17,60.56,,
10/24/2018,6425.61,204.49,1233.79,60.37,,
10/23/2018,6390.78,205.598,1230.3,60.33,,
10/22/2018,6413.51,206.385,1222.1,61.78,,
10/19/2018,6384.37,204.458,1226.49,60.72,,
10/18/2018,6392.22,202.128,1225.81,60.07,,
10/17/2018,6437.85,206.163,1222.29,60.38,,
10/16/2018,6460.38,207.173,1224.95,61.11,,
10/15/2018,6390.7,204.717,1227.06,60.85,,
10/12/2018,6214.23,196.615,1217.05,61.3,,
10/11/2018,6204.33,199.27,1224.09,61.61,,
10/10/2018,6534.38,225.012,1194.79,63.15,,
10/9/2018,6579.83,226.667,1189.77,64.64,,
10/8/2018,6623.01,229.395,1188.08,64.05,,
10/5/2018,6539.04,222.192,1203.63,64,,
10/4/2018,6546.01,222.095,1199.92,63.62,,
10/3/2018,6438.41,217.113,1197.35,64.69,,
10/2/2018,6524.3,225.652,1203.32,63.4,,
10/1/2018,6550.06,229.242,1188.99,63.31,,
9/28/2018,6643.42,220.527,1190.88,62.03,,
9/27/2018,6694.08,228.177,1182.83,61.43,,
9/26/2018,6497.71,219.307,1194.44,60.98,,
9/25/2018,6386.6,213.982,1201.22,61.21,,
9/24/2018,6626.29,234.455,1199.03,60.76,,
9/21/2018,6708.69,242.49,1200.04,59.96,,
9/20/2018,6377.21,208.647,1207.18,60.01,,
9/19/2018,6423.81,210.898,1204.04,60.22,,
9/18/2018,6317.7,207.78,1198.36,60.07,,
9/17/2018,6216.01,194.845,1201.46,59.88,,
9/14/2018,6535.01,218.563,1194.85,59.64,,
9/13/2018,6467.46,205.69,1201.47,59.22,,
9/12/2018,6305.47,181.978,1206.24,60.01,,
9/11/2018,6253.25,181.848,1198.59,59.18,,
9/10/2018,6301.63,196.53,1195.88,58.42,,
9/7/2018,6446.92,218.425,1196.93,58.27,,
9/6/2018,6440.22,224.697,1199.98,58.16,,
9/5/2018,6949.01,245.553,1196.73,58.61,,
9/4/2018,7361.57,285.297,1191.52,59.07,,
9/3/2018,7298.59,290.557,1201.27,#N/A,,
8/31/2018,7044.6,283.24,1201.15,58.84,,
8/30/2018,6916.68,284.633,1199.98,59.2,,
8/29/2018,7042.05,289.897,1206.6,59.1,,
8/28/2018,7083.46,294.04,1201,58.84,,
8/27/2018,6719.04,276.765,1211.38,58.85,,
8/24/2018,6611.44,279.985,1205.35,58.74,,
8/23/2018,6418.67,273.4,1185.56,58.3,,
8/22/2018,6331.13,267.79,1195.8,58.19,,
8/21/2018,6451.86,277.277,1195.99,57.06,,
8/20/2018,6455.22,286.165,1190.48,57.1,,
8/17/2018,6480.85,300.505,1184.25,57.08,,
8/16/2018,6255.1,283.38,1174.16,56.82,,
8/15/2018,6374.87,287.72,1174.85,56.44,,
8/14/2018,6074.26,259.077,1194.09,57.11,,
8/13/2018,6277.69,288.542,1193.5,56.77,,
8/10/2018,6191.24,342.945,1210.57,57.18,,
8/9/2018,6507.67,363.47,1212.47,57.27,,
8/8/2018,6316.9,357.88,1213.88,57,,
8/7/2018,6877.76,384.662,1210.97,58.27,,
8/6/2018,6919.84,403.382,1207.64,57.71,,
8/3/2018,7388.58,415.495,1214.9,57.31,,
8/2/2018,7546.53,409.71,1207.83,57.21,,
8/1/2018,7482.23,409.563,1215.96,56.85,,
7/31/2018,7689.43,432.17,1224.15,57.64,,
7/30/2018,8146.15,453.547,1221.45,58.09,,
7/27/2018,8225.12,466.685,1224.22,58.04,,
7/26/2018,8138.47,471.937,1222.69,58.56,,
7/25/2018,8176.35,475.077,1231.63,58.33,,
7/24/2018,8227.05,472.025,1224.52,57.93,,
7/23/2018,7702.88,447.847,1224.5,57.37,,
7/20/2018,7351.07,444.25,1229.53,56.38,,
7/19/2018,7418.82,467.042,1222.97,56.17,,
7/18/2018,7336.6,473.515,1227.51,56.1,,
7/17/2018,7314,499.872,1227.54,55.41,,
7/16/2018,6661.85,475.87,1240.93,55.05,,
7/13/2018,6185.23,430.572,1244.32,56.86,,
7/12/2018,6172.95,427.69,1247.39,57.06,,
7/11/2018,6354.19,437.685,1241.96,56.22,,
7/10/2018,6387.83,440.677,1255.54,57.64,,
7/9/2018,6695.86,475.14,1257.68,57.63,,
7/6/2018,6570.76,468.425,1255.48,57.43,,
7/5/2018,6507.68,463.22,1257.91,56.96,,
7/4/2018,6686.22,474.475,1254.99,#N/A,,
7/3/2018,6613.86,469.985,1252.73,56.51,,
7/2/2018,6620.01,474.86,1242.04,56.65,,
6/29/2018,5899.63,413.17,1252.6,56.93,,
6/28/2018,6044.92,433.48,1248.25,57.44,,
6/27/2018,6124.96,434.54,1252.35,57.97,,
6/26/2018,6181.63,440.91,1259.04,57.88,,
6/25/2018,6250.81,458.68,1265.64,56.8,,
6/22/2018,6070.19,462.915,1270.56,56.69,,
6/21/2018,6719.46,525.91,1267.19,55.54,,
6/20/2018,6748.89,532.66,1267.86,55.79,,
6/19/2018,6695.44,531.38,1274.66,55.86,,
6/18/2018,6727.55,518.965,1278.32,56.19,,
6/15/2018,6497.97,494.42,1278.94,55.46,,
6/14/2018,6658.78,519.22,1302.25,56.97,,
6/13/2018,6260.96,470.135,1299.31,57.81,,
6/12/2018,6531.39,490.705,1295.97,56.75,,
6/11/2018,6760.89,515.67,1300.49,56.86,,
6/8/2018,7646.28,598.725,1298.17,56.58,,
6/7/2018,7660.06,602.215,1297.18,56.34,,
6/6/2018,7619.32,604.405,1296.4,55.91,,
6/5/2018,7629.53,608.015,1296.4,56.15,,
6/4/2018,7525.77,596.885,1292.02,55.98,,
6/1/2018,7437.74,565.715,1293.4,56.36,,
5/31/2018,7538.28,580.225,1298.51,55.58,,
5/30/2018,7337.26,548.56,1301.38,55.61,,
5/29/2018,7501.54,568.82,1298.77,55.26,,
5/28/2018,7214.8,524.185,1299.04,#N/A,,
5/25/2018,7448.08,583.19,1302.25,55.37,,
5/24/2018,7552.45,590.745,1304.63,56.69,,
5/23/2018,7590,586.5,1293.41,57.03,,
5/22/2018,8108.52,654.325,1291.14,57.44,,
5/21/2018,8406.89,697.815,1292.6,57.61,,
5/18/2018,8229.58,687.29,1293.04,56.85,,
5/17/2018,8204.05,686.725,1290.79,56.42,,
5/16/2018,8291.22,694.83,1290.73,55.88,,
5/15/2018,8518.75,712.225,1290.53,55.87,,
5/14/2018,8811.66,736.46,1313.5,55.27,,
5/11/2018,8432.01,673.65,1319.3,54.94,,
5/10/2018,9092.67,737.19,1321.6,54.73,,
5/9/2018,9248.19,743.985,1312.72,54.37,,
5/8/2018,9160.97,739.5,1314.63,53.27,,
5/7/2018,9437.62,760.215,1314.21,53.73,,
5/4/2018,9683.54,785.055,1314.5,53.26,,
5/3/2018,9652.04,754.415,1312.06,52.46,,
5/2/2018,9175.76,681.52,1304.96,52.03,,
5/1/2018,9015.73,663.98,1303.85,52.03,,
4/30/2018,9272.7,671.695,1315.39,52.26,,
4/27/2018,8977.07,648.905,1324,52.09,,
4/26/2018,9118.96,647.95,1316.8,52.41,,
4/25/2018,9073.19,636.36,1323.13,52.48,,
4/24/2018,9449.88,706.067,1330.35,52.41,,
4/23/2018,8932.25,639.468,1324.83,52.81,,
4/20/2018,8524.52,592.852,1336.36,52.53,,
4/19/2018,8233.85,554.16,1345.53,52.54,,
4/18/2018,8187.53,522.612,1349.41,52.16,,
4/17/2018,7914.7,503.36,1347.52,51.96,,
4/16/2018,7986.05,502.322,1345.93,51.88,,
4/13/2018,7903.91,493.88,1346.2,51.91,,
4/12/2018,7730.47,467.227,1334.94,51.94,,
4/11/2018,6891.03,420.37,1353.38,52.24,,
4/10/2018,6839.62,411.142,1339.64,51.87,,
4/9/2018,6662.14,390.105,1336.35,51.53,,
4/6/2018,6604.48,369.04,1333.03,51.32,,
4/5/2018,6749.55,377.495,1326.57,52.11,,
4/4/2018,6830.75,381.382,1333.19,51.88,,
4/3/2018,7401.4,414.232,1332.74,51.85,,
4/2/2018,6937.38,377.895,1341.29,51.37,,
3/30/2018,6852.51,385.035,1325.48,#N/A,,
3/29/2018,7098.13,385.78,1325.5,52.32,,
3/28/2018,7906.96,446.267,1325.01,52.54,,
3/27/2018,7990.87,458.812,1345.05,52.62,,
3/26/2018,7888.84,474.265,1353.5,52.51,,
3/23/2018,8616.25,524.352,1347.33,52.61,,
3/22/2018,8598.85,527.775,1329.03,52.16,,
3/21/2018,8895.59,559.755,1332.24,52.32,,
3/20/2018,8920.33,558.722,1311.31,51.6,,
3/19/2018,8427.2,541.355,1316.85,51.44,,
3/16/2018,8524.17,613.787,1314.24,51.84,,
3/15/2018,8251.71,604.575,1316.1,51.8,,
3/14/2018,8304.32,614.965,1324.85,52.01,,
3/13/2018,9062.92,680.352,1326.51,51.78,,
3/12/2018,9017.65,691.693,1323.1,51.87,,
3/9/2018,9004.84,698.115,1323.93,51.97,,
3/8/2018,9330.23,701.122,1321.99,50.98,,
3/7/2018,9939.53,749.58,1325.57,50.99,,
3/6/2018,10790.35,816.68,1334.56,51.62,,
3/5/2018,11555.99,854.702,1320.11,51.48,,
3/2/2018,11029.95,856.847,1322.75,50.8,,
3/1/2018,10933.75,871.145,1317.03,50.73,,
2/28/2018,10538.02,865.212,1318.31,51.04,,
2/27/2018,10755.9,880.763,1318.36,52.58,,
2/26/2018,10380.3,866.372,1333.68,52.94,,
2/23/2018,9920.01,831.157,1328.71,52.32,,
2/22/2018,9915.69,807.342,1332.05,51.53,,
2/21/2018,10286.84,824.37,1324.63,51.4,,
2/20/2018,11705.72,914.717,1329.19,51.32,,
2/19/2018,11081.41,935.932,1346.46,#N/A,,
2/16/2018,10088.2,936.642,1346.96,50.77,,
2/15/2018,9873.45,917.992,1353.67,50.48,,
2/14/2018,9287.96,904.71,1350.73,50.56,,
2/13/2018,8557.91,839.232,1329.55,50.55,,
2/12/2018,8831.25,868.977,1322.7,49.9,,
2/9/2018,8552.65,862.247,1316.65,49.73,,
2/8/2018,8171.19,802.735,1318.76,50.3,,
